Frame	X1	Y1	X2	Y2	X3	Y3	X4	Y4	X5	Y5	X6	Y6	X7	Y7	X8	Y8	L1	L2	L3	L4	L5	L6	L7	L8
194	3.5422727070986952	6.816580829923115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	('', 11, 16)	0	0	0	0	0	0	0
195	3.533754591372615	6.803344209862765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	('', 11, 16)	0	0	0	0	0	0	0
196	3.524784870732476	6.791177545779597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	('', 11, 16)	0	0	0	0	0	0	0
197	3.507984109120826	6.7722671750992065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	('', 11, 16)	0	0	0	0	0	0	0
198	3.4833877536104305	6.768329083478009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	('', 11, 16)	0	0	0	0	0	0	0
199	3.466097638253985	6.751341223338294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	('', 10, 16)	0	0	0	0	0	0	0
200	3.444264082837089	6.7494123186383925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	('', 10, 16)	0	0	0	0	0	0	0
201	3.4220459036631126	6.741261186549273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	('', 10, 16)	0	0	0	0	0	0	0
202	3.3934053593963402	6.735610881179729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	('', 10, 16)	0	0	0	0	0	0	0
203	3.3586101444888876	6.7186727533895505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	('', 10, 16)	0	0	0	0	0	0	0
204	3.3252790778272696	6.714642301690642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	('', 10, 16)	0	0	0	0	0	0	0
205	3.2885849125931172	6.713490642567791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	('', 10, 16)	0	0	0	0	0	0	0
206	3.2446464244944555	6.705343773251488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	('', 10, 16)	0	0	0	0	0	0	0
207	3.1944441624272515	6.7006021489542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	('', 9, 16)	0	0	0	0	0	0	0
208	3.1437868428090314	6.693304992352844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	('', 9, 16)	0	0	0	0	0	0	0
209	3.089666528322303	6.692967522838129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	('', 9, 16)	0	0	0	0	0	0	0
210	3.036370243189464	6.6864795826099535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	('', 9, 16)	0	0	0	0	0	0	0
211	2.9715113070613017	6.687695183325066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	('', 8, 16)	0	0	0	0	0	0	0
212	2.9085296847349045	6.689494783916171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	('', 8, 16)	0	0	0	0	0	0	0
213	2.8408407371804674	6.693322043444113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	('', 8, 16)	0	0	0	0	0	0	0
214	2.7789420919797814	6.687562326905589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	('', 8, 16)	0	0	0	0	0	0	0
215	2.725566856548511	6.683459408068783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	('', 7, 16)	0	0	0	0	0	0	0
216	2.6642765659797605	6.687533908420139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	('', 7, 16)	0	0	0	0	0	0	0
217	2.6006612696837386	6.688937781601356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	('', 7, 16)	0	0	0	0	0	0	0
218	2.5373831809305787	6.6864582687458665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	('', 7, 16)	0	0	0	0	0	0	0
219	2.4714182500969875	6.6728898628678905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	('', 6, 16)	0	0	0	0	0	0	0
220	2.4117836140373217	6.676764012896825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	('', 6, 16)	0	0	0	0	0	0	0
221	2.3564716794486147	6.674307234829696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	('', 6, 16)	0	0	0	0	0	0	0
222	2.3104510210887015	6.660348785238922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	('', 6, 16)	0	0	0	0	0	0	0
223	2.2459916701444365	6.660880210916832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	('', 5, 16)	0	0	0	0	0	0	0
224	2.177146779736583	6.654951404389881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	('', 5, 16)	0	0	0	0	0	0	0
225	2.1104153634983964	6.651244923425099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	('', 5, 16)	0	0	0	0	0	0	0
226	2.05021679673565	6.642002521494709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	('', 4, 16)	0	0	0	0	0	0	0
227	1.994053672048988	6.636660556692295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	('', 4, 16)	0	0	0	0	0	0	0
228	1.9350994356457734	6.6370179191468255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	('', 4, 16)	0	0	0	0	0	0	0
229	1.876594732574443	6.634350133825231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	('', 4, 16)	0	0	0	0	0	0	0
230	1.8133461063233218	6.636496439938822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	('', 3, 16)	0	0	0	0	0	0	0
231	1.7439753793068207	6.6372232427041995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	('', 3, 16)	0	0	0	0	0	0	0
232	1.6839707356531948	6.635523106812169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	('', 3, 16)	0	0	0	0	0	0	0
233	1.6160818804189105	6.629431604456019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	('', 3, 16)	0	0	0	0	0	0	0
234	1.5508750335733175	6.630320392588459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	('', 2, 16)	0	0	0	0	0	0	0
235	1.494810193952049	6.627126154823909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	('', 2, 16)	0	0	0	0	0	0	0
236	1.437753987172345	6.629055769985945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	('', 2, 16)	0	0	0	0	0	0	0
237	1.3862314367325417	6.62645832041584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	('', 2, 16)	0	0	0	0	0	0	0
238	1.341890140988822	6.617558361235119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	('', 1, 16)	0	0	0	0	0	0	0
239	1.2922159022003392	6.610121243592923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	('', 1, 16)	0	0	0	0	0	0	0
240	1.2556998930332013	6.60824562355324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	('', 1, 16)	0	0	0	0	0	0	0
241	1.2162842442611426	6.607221137152778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	('', 1, 16)	0	0	0	0	0	0	0
242	1.170585026401985	6.599376214244378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	('', 1, 16)	0	0	0	0	0	0	0
243	1.1234591789519328	6.59572017609127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	('', 1, 16)	0	0	0	0	0	0	0
244	1.0726120793889413	6.583099526703043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	('', 0, 16)	0	0	0	0	0	0	0
245	1.013893197738339	6.5852294921875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	('', 0, 16)	0	0	0	0	0	0	0
246	0.9521895114378609	6.576860958684689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	('A', 0, 15)	0	0	0	0	0	0	0
247	0.8844442283570649	6.572532823350694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	('A', 0, 15)	0	0	0	0	0	0	0
248	0.8029232690790006	6.5523159128017525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
249	0.7184036370592808	6.543715768642526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
250	0.6269293008718472	6.538714115203373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
251	0.5422132713531872	6.530938107122189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
252	0.4573237180554315	6.516784280443948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
253	0.373083433137559	6.51085689484127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
254	0.27183876734346013	6.502538093687996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
255	0.18280137425066206	6.4851587689112105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
256	0.0957887657156818	6.478896045180225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
257	-0.004409751979377794	6.468486353959987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
258	-0.09820836650259886	6.452110912181713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
259	-0.1878798579516476	6.4460989815848215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
260	-0.2681633489861336	6.441157717427249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
261	-0.35164477307269254	6.432716006324405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
262	-0.44604139240909385	6.423781234499008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
263	-0.5365022070176136	6.412867115162037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
264	-0.6260619984680893	6.396694865554728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
265	-0.7108131873397678	6.394800063037367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
266	-0.7914046967488367	6.393929036458333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
267	-0.8738266216409961	6.379266518890542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
268	-0.960910239409405	6.372902909536211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
269	-1.05202342977107	6.361048848792989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
270	-1.1376033666004794	6.348285396515377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
271	-1.2181903300375543	6.345978525958995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
272	-1.313126107406865	6.3218462585772155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
273	-1.3846471367205815	6.322931134259259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
274	-1.4609955279405646	6.310008538463128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
275	-1.5566226383166926	6.2885802899718914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
276	-1.6265633956948995	6.286561156580688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
277	-1.700245890831994	6.2682426008597885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
278	-1.789787153130797	6.25603259858631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
279	-1.8687283596180657	6.253648998119213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
280	-1.9516727835698138	6.232863717861276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
281	-2.0270687073410842	6.223207826967593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
282	-2.1024411531810423	6.219986591641865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
283	-2.1959765410003365	6.1844663266782405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
284	-2.261685286171671	6.179382259631283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
285	-2.3335935862641355	6.15249908285797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
286	-2.396427205552949	6.144644923941799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
287	-2.4641359482259433	6.1244187773850856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
288	-2.519455478615957	6.09989078259342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
289	-2.525066243847911	6.0731205692997685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
290	-2.566853048594575	5.87374855324074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
291	-2.5711851872732185	5.8530787230799435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
292	-2.5711851872732185	5.8530787230799435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
293	-3.8333746567319906	-0.16904529591716785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
294	-3.8104549017282228	-0.05969118592600343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
295	-3.802506240924355	-0.021766900259350973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
296	-3.513618122108295	-0.20174245077466207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
297	-3.5199603860236737	-0.18472706022716703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
298	-3.5586950596997884	-0.2090130538536758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
299	-3.5835646338814313	-0.2223319099062965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
300	-3.590112444783688	-0.22650201181886057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
301	-3.5754675096883854	-0.2279636100486473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
302	-3.593123834738137	-0.21793110761692916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
303	-3.600849915546136	-0.22614920076239045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
304	-3.590088736676579	-0.23374246466096746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
305	-3.601954299020985	-0.25932744949583025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
306	-3.612329012727084	-0.27337153197596314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
307	-3.6427711429583507	-0.280292232452877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
308	-3.6413454340706446	-0.23512611187324323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
309	-3.651480995123478	-0.28809688103892817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
310	-3.6547492612675754	-0.3022282837559937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
311	-3.654867801803121	-0.3203052157447452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
312	-3.6488687300013316	-0.3163359747992622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
313	-3.659204774173505	-0.31914407639276415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
314	-3.6501662309700107	-0.3182516471418754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
315	-3.646748120381952	-0.27579542896734976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
316	-3.6559321346892615	-0.29845823863195997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
317	-3.6593783267245756	-0.326956451254547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
318	-3.665885166334935	-0.3214181768831122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
319	-3.664175420513514	-0.31989441321640416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
320	-3.660483400726816	-0.3251801405003462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
321	-3.659244364410619	-0.31860219360028624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
322	-3.6562773983850247	-0.32621153170469575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
323	-3.636270748270312	-0.335027012497029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
324	-3.6413725948147113	-0.33383874237222017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
325	-3.6424438329747666	-0.3115530326883629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
326	-3.6430346942461167	-0.3101773115692946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
327	-3.636158882832885	-0.2991566229118872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
328	-3.5779674490215103	-0.30617185925680496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
329	-3.4733928299696712	-0.3205422214730076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
330	-3.3717053059418065	-0.3405006348140656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
331	-3.616088934373949	-0.27726415402044063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
332	-3.57124148205224	-0.2811867042824074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
333	-3.4298431087924386	-0.3008947241243231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
334	-3.3239976891643925	-0.30756769533510564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
335	-3.2715090909038427	-0.31417941138857886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
336	-3.1501993103425487	-0.33161850379257607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
337	-3.0041048904687693	-0.3588627507446935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
338	-2.8826332963220604	-0.3640531428907283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
339	-2.7426686881028663	-0.3926604336531705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
340	-2.624161067696389	-0.4032865049977782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
341	-2.508033234856911	-0.4128975035652282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
342	-2.4144695354145647	-0.4293015858483693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
343	-2.312892956120938	-0.4513862125457279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
344	-2.2095088062920913	-0.4497114756750682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
345	-2.1370708716903257	-0.46541677404333043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
346	-2.0553833226790554	-0.47126405504014757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
347	-1.9836140487680851	-0.47197038761522403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
348	-1.9079912867486983	-0.4878854499292121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
349	-1.8333374497475223	-0.4875064627834098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
350	-1.765497161606442	-0.498198074260086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
351	-1.7006432893458179	-0.4974968925354973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
352	-1.6308314304140294	-0.5003731984940786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
353	-1.5715318152271527	-0.49961495777917286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
354	-1.493070064925401	-0.5344615270221044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
355	-1.4174050656472323	-0.540825358395854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
356	-1.3354822769712484	-0.5429647375036168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
357	-1.2619726438578327	-0.5550587124294705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
358	-1.1902747244439869	-0.5715739820369337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
359	-1.1179748953205266	-0.5815891003482556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
360	-1.0545221031373107	-0.587861814953032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
361	-0.9870250071098193	-0.5834607240384218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
362	-0.9363838573413508	-0.5846309439845817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
363	-0.8852020821692659	-0.574625505719866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
364	-0.8454917508328731	-0.5870525541759672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
365	-0.7898099812820544	-0.6128721691313244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
366	-0.7446431600417643	-0.6131591514304832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
367	-0.686494021033121	-0.6171741505779287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
368	-0.6300236116572291	-0.6130773150731647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
369	-0.587159181372138	-0.6299773887351707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
370	-0.5380861042219288	-0.632082754468161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
371	-0.4788161529409131	-0.6399371798076327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
372	-0.4218351561029363	-0.6545568476278315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
373	-0.36003721281351486	-0.6463482569134424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
374	-0.29608027809053483	-0.6558635651119171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
375	-0.22047857715658944	-0.6666164539478443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
376	-0.1496428099630397	-0.6692454746791294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
377	-0.082422334892798	-0.677078852577815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
378	-0.01097735350457034	-0.6876647384078415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
379	0.06370845275693521	-0.7121560555917246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
380	0.1415541159585653	-0.7111523058048632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
381	0.22892201522247355	-0.7134073126252997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
382	0.30203521368321606	-0.7175903360679667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
383	0.38375809467935285	-0.7222058533360718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
384	0.46383536258555674	-0.727475351000589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(' ', -1, -1)	0	0	0	0	0	0	0
